comments,Toxicity,Obscence,Threat,Identity attack - Insult,Sexual explicit,Sedition – Politics,Spam
Quang Trần bậy nào ) ),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kịch tính vl :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Có video chịch gái non, trẻ nhỏ nào không em,cho xem với",1.0,1.0,0.0,0.0,1.0,0.0,0.0
Gỡ app và chấm 1 sao cho Zing đi mn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sexy quá Bích Phương ơi , Tiger Remix làm e tan chảy r",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Minh Giang ui e cũng đọc bài ý r nè , sợ thật sự",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cảnh Điềm có phải Mưu nữ lang không nhỉ ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vhgt Minh ủa đúng luôn chứ còn gì nữa 😂 thích cãi à Lê Huỳnh Yến Nhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Các bạn làm như vậy sau này ở Việt nam mình còn ai dám đi làm từ thiện vậy các bạn . Ng ta bỏ sức khỏe bỏ công việc ra đi làm . Dù ít dù nhiều cũng là tấm chân tình . Các bạn nói sao làm sao đừng tạo nghiệp cho những ng làm từ thiện . Mong các bạn suy nghĩ kỹ trước khi làm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bươm bướm hư hỏng,1.0,0.0,0.0,0.0,1.0,0.0,0.0
dm đang tưởng đọc 2020 và tôi hay spoi phim trong ảnh . mà tiện cho hỏi đoạn trên là câu trong phim trog ảnh trên ak,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mạc Tiếu Quân tại nó chịu khó xạo lìn đó :))) bạn có làm đc ko,1.0,1.0,0.0,0.0,0.0,0.0,0.0
:))))) sau này a sẽ là đứa hát,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3 ce , nhiều nạn nhân mà sau nó không bị gì nhỉ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Em gái mưa ĐH ngoại ngữ Hà Nội xem clipp full ko che tại = ==> Nhật ký chăn rau,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Thục Trinh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuyết Linh Đặng mắt to,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Xuân chị ơi cho em hỏi chị dùng dưỡng ẩm loại nào ạ . Da chị đẹp quá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ăn sao đc MC của tôi bạn êy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quảng cáo khéo vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
đcs nên sụp đổ,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Phương Thảo cái thói trâu buộc ghét trâu ăn đó mà . Vứt cho mỗi đứa 100 lại tung hô ngay . Ngưòi biết suy nghĩ lo làm ăn chẳng ai rảnh đi sân si rồi lập hẳn group anti .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Có tiền ở đâu chả sướng :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tao với m chơi Miing Moong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"T thấy bà nên im lặng đi . Mở miệng ra chỉ tổ khiến ngta ghét , tẩy chay thêm",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giống Trai thê mà bao nhiêu người Việt tôn vinh Trump . Chẳng hiêu đcCó lẽ ho ko biêt sự thât và ho ko muôn nghe sự thât về Trump,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Từ vụ xé tập diễn văn của ông Trump đã thể hiện bản chất của bà này . Nước Mỹ sao có những con người ngày càng tồi tệ .,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Tui là rất Thích TG.Ko phô trương , luôn âm thầm . ai nói j nói ổng cũng không sân si hơn thua . Ko nói chuyện móc méo xỉa xói như 1 số MC nổi",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cậu ấy vì 1 con chuột bên trong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Méo biết mấy ông lấy thông tin ở đâu ra . Nhiều Ô cứ nghe vay ngân hàng cái xồn xồn bảo clb nghèo , k tiền này kia . Có nghĩ gì k nhờ . Vay ngân hàng làm đòn bẩy kinh tế . tự nhiên vay được 120 tr Bảng làm kinh tế , duy trì Cv kinh doanh thì việc đéo gì k đi vay . Mà k phải CLB nào cũng đi vay được từng đấy tiền đâu . Trong khi thương hiệu , quỹ lương nó đã hơn cả số tiền đi vay . 120 tr Arsenal búng 1 phát cũng huy động được . Cài đầu của mấy Ô QL của Ars k đơn giản tới cở đó đâu trời .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
thử chưa a :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hên quá bố mẹ cho 2 mí,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lắm thuốc thang gì trong phát sợ ý c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vì xấu hổ mà từ chức thì vẫn còn liêm sỉ hơn Nancy Pelosi,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Đoàn Cường khẩu vị mặn vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MU LẦN NÀY ĂN HÔI RỒI CÓ KHI LẠI ĐƯỢC DỰ C1 =)))))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Muốn được Đ.Ị.T thì cũng phải mấy nghìn bữa ăn và cúng kha khá đồ chớ , đâu ra mới 1 bữa mà đã uỳnh uỵch được !",1.0,1.0,0.0,1.0,1.0,0.0,0.0
Sao v,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoàng Hưởng mình đang tuyển ca gãy nhé,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chủ tịch Trung Quốc Tập Cận Bình không biết xấu hổ là gì,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Có dấu hiệu sổ mũi , 1 hôm xong thôi , ko kèm theo bất cứ triệu chứng nào khác có nên gọi lên tổng đài trung tâm hỗ trợ covid ko mn nhỉ ?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"An An giống quá nè , thấy mn khen quá trời khen mở ra nghe lại nhưng k thấy hay lại tắt đi :)))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dân daubuoi : ( em bị nhiễm nặng vl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nghe bảo chủ ars cũng giàu lắm giàu hơn Liv vs Mu luôn mà ko duy trì đc ngân sách à,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chủ tịch tương lai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thằng chó muốn giết dân .,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"nè con chó, mày khỏi đâm chọt tao , đcm mày thích cc gì ra ngồi nch vs bố mày, mày cay cú ai đéo cần biết ra nch thử tao có đập chết mẹ mày ko con chó.",1.0,0.0,1.0,1.0,0.0,0.0,0.0
Anti chưa bao giờ làm mình thấy vọng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chị y dị đó ko dũa lại cái nết,1.0,0.0,0.0,1.0,0.0,0.0,0.0
What the ...,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minh Cao chuẩn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ngồi trong lớp rọii vàoo l * * cô giáo :),1.0,1.0,0.0,0.0,0.0,0.0,0.0
Phương Nam Nguyễn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K có ý gì đâu nma lần đầu tiên thấy tác hại của dùng dt sớm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Này mới đúng giải nè,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thi Thi :)))) lạy á mi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phuong Tourist,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tớ nghĩ bọn xấu nó thừa cơ hội tạo group kéo người vào để sau kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tiếp viên , hoa hậu .... cũng toàn chơi đồ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ThiẾt kẾ lÀ kỦa chUg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M còn đéo bằng con chó nhé . Chó còn biết điều hơn cái loại ăn cháo đá bát như mày . Ngu học .,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nước ốc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chưa cho lên zalo tìm bạn quanh đây ( vd Tân bình bình thạnh hay Trần duy Hưng .... ) gì là may lắm rồi nha em .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dơ , mắc ói vl Bà Điên",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bảo Khanh khùm áh :))))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Khái niệm nghe có vẻ trù tượng nhỉ ! ! ? ! bởi vậy ai muốn làm sao thì làm , xử sao thì xử .. có gì sai trái thì lập luận đính chính giải thích theo mọi hướng để sai thành đúng",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ăn cắp bao lâu giờ mới hoàn lương ah , ai tin được",0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhìn số 600 đẹp quá k nỡ thả tym :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đừng tẩy nha bạn . Tẩy xong rất buốt răng , sau khi tẩy bạn k được ăn các thức ăn có màu . Giữ kĩ thì răng trắng khá lâu còn k kĩ là dễ ố vàng hơn trước nữa",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phạm Khánh Loan cuộc đời chỉ biết đi tù với chịch,1.0,0.0,0.0,0.0,1.0,0.0,0.0
anh ở đâu thế cho vay nào \ ? \ ? 😄 😄,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cho mình cái link fb , mình kéo bạn bè boom hàng đủ số tiền nó nuốt của bạn :)))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đã report , cmt nó lừa đảo nó liền chặn ngay",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Check ib nè,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Có nhé,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Éo = ] ] ~ t đang gặp và thấy tởn vl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
cục súc thế làm sao có ck đc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trịnh Minh Hiếu đúng rồi , hình ảnh mà bên gửi xóa đi trong máy điện thoại là sẽ ko hiện trên tin nhắn cũ nữa , khù khoằm vl",0.0,1.0,0.0,0.0,0.0,0.0,0.0
bye anh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thầy Quách Phú Thành công nhận tài năng của Nam , khuyến cáo nghe fireman để thấy Nam còn có tài năng sáng tác giỏi",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Để ý mấy shop mà chị yêu chị yêu là chuyên gia lừa đảo :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nhất em biết hết khoai từ nam ra bắc .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sống khinh khi nhiều người quá nên người ta cũng nhìn thấu hết rồi .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đệ đơn li hôn không thèm thông báo , nếu đã đến mực tuyệt tình như vậy thì một là PHẢN BỘI , hai là BỊ PHẢN BỘI , đã quá cùng cực rồi . : )",0.0,0.0,0.0,0.0,0.0,0.0,0.0
đcm giống mình vl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Tiến Tuấn thời mạn pháp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Học một đường làm một nẻo , giỏi quá Nói một đường làm một nẻo , quá gỏi",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mệt cđg , tao đói vl 😓",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Hữu Ngọc cố gắng bằng 1 góc như này là anh vui rồi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sml chứ ổn ổn c ... g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nguyễn Đoan Trang hihi , gặp con chị nó nói 1 câu , ai lắm mồm chê bai , nghiệp sẽ quật . Vậy nên ko cần quan tâm ai nói j , đạt level này TT sẽ thấy thoải mái mà ko buồn , ko khóc nữa . Chúc TT luôn vững bước mà làm tốt cv của mình !",0.0,0.0,0.0,0.0,0.0,0.0,0.0
T nghĩ là tao cần áp dụng cái này Vũ Huyền Ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Không có thằng em nào cả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đix mẹ t sợ rắn , nghe nói U Minh có rắn",1.0,1.0,0.0,0.0,0.0,0.0,0.0
Vote anh này kiện chết mẹ mấy thằng bôi nhọ đi,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cái thằng cmt cũng nên thiến nó luôn,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Ngọc Đoan Đa số đám anti toàn là các bé cấp 2 cấp 3 còn ngồi trên ghế nhà trường , vẫn còn ngữa tay xin tiền bố mẹ thì làm gì ra tiền để mua hàng v mà cứ đòi tẩy chay đến chịu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thanh Thúy dùng tái tạo da , trị mụn , thâm . Trước thì mình dùng trần tuần 2 lần . sau da ổn định rồi thì dúng ở bước cuối cùng của quá trình dưỡng ( tuần 3 lần ) . có đẩy mụn có bong da nhưng sau gần 3 tháng thì ổn hơn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lê Hồ Nguyệt Hạ riết thấy hàm hồ chứ k thấy vui j hết,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Khắp nơi gọi tên Nhung , sao Fage chính thống của CP phải viết tắt tên người ta",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ñ ̰ h ̰ ̃ âñ ̰ ṽ ̰ ḭ ̃ êñ ̰ t ̰ ̃ h ̰ ̃ ế g ̰ ̃ ḭ ̃ ớḭ ̃ d ̰ ̃ ḭ ̃ độñ ̰ g ̰ ̃ b ̰ ̃ ḛ ̃ m ̰ ̃ ñ ̰ h ̰ ̃ ã ̰ ṵ ̃ t ̰ ̃ r ̰ ̃ õ ̰ ñ ̰ g ̰ ̃ ñ ̰ h ̰ ̃ à ṽ ̰ ệ s ̰ ̃ ḭ ̃ ñ ̰ h ̰ ̃ >> b ̰ ̃ ấm ̰ ̃ ṽ ̰ àõ ̰ đâỹ ̰ x ̰ ̃ ḛ ̃ m ̰ ̃ ṽ ̰ ḭ ̃ d ̰ ̃ ḛ ̃ õ ̰ Clip sex tổng hợp,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Giá trị của những tác phẩm nghệ thuật kinh điển . - Red Pill VNGiá trị của những tác phẩm nghệ thuật kinh điển . - Red Pill VN,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ảnh này chụp lúc 12 h đúng không ạ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoàng Thuý Vân Kim Oanh Truong Nhóm cũ mất rồi Mọi người thay nhau rải link tìm lại đồng minh cũ nhé . Cùng nhau tẩy chay ndln tiếp thôi : https://www.facebook.com/groups/1383771765293648/?ref=share,1.0,0.0,0.0,1.0,0.0,0.0,1.0
😍 Tài năng dễ iêu Minh Lee ! . . Tặng Dinh Quang Khoi Paul Wai Vinh Ngo < URL > Ho Chi Minh city Cyclists . Đời thường của Lê Nguyệt Minh ! . Đi siêu thị MM. # mmmegamarket,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hôm nay những người ủng hộ ông Trump đã giải phóng nước Mỹ khỏi bè lũ trung ngụy . Như có bác Trump trong ngày vui đại thắng . Lời bác nay đã chiến thắng huy hoàng .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4 người bị bắn với sự thống trị không đồng ý nhượng bộ , chấp nhận sự thật đã nói lên việc đọc sách hay không không ảnh hưởng đến bản tính của sự hung hăng , chẳng qua nó thể hiện như thế nào ! Còn những người đọc càng nhiều sách nhưng không biết chọn lọc đều dẫn đến hệ quả ngu mụi tin theo lời nói của những kẻ k có tầm nhìn thì không thể nào thức tỉnh dc , trả giá bằng những hành đồng từ suy nghĩ dốt nát là chính sinh mạng của mình !",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bạn đã và bắt đầu làm đẹp < URL > Vì Sao Phải Làm Sạch Tế Bào Da Chết . Vì Sao Phải Làm Sạch Tế Bào Da Chết,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#Zalo_0974027750
Th.ả.o  dược N.ứng - chỉ cần 3 giọt 
- Bímm ướt chị.ch bao sướ.ng
- Nàng bắn nước R.ên la thảm thiết
Th.uốc  Kíc.h Dụ.c số 1 việt nam",1.0,0.0,0.0,0.0,1.0,0.0,1.0
khá lâu 😂 Bang Non La < URL > Cơ Trưởng . Anh Bảnh nhảy cực chất cùng 500 ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phan Thị Thủy Tiên vcl,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sau trận anti này thì c Tiên đã dc các bạn kia lấy đi hết nghệp từ bao đời trước và trở thành người ít nghiệp nhiều phước nhất trong thế giới loài người . Bình thường con ng phải sám hối ms tiêu trừ ngiệp chướng nhiều đời nhiều kiếp nhưng c Tiên may mắn đã có ng khác tự động lấy đi hộ .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
đánh hổ bằng tay không là có thật :)))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duong Tung Lam,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cứ đập cho thằng tàu khựa no đòn rồi trói gô nó lại giao cho CA đúng sai pháp luật nó sử, mình phải bảo vệ dân mình trước đã, mấy thằng lol đứng xem. Tàu khựa là cứ đập rồi tính, tao ghét lũ tàu lol",1.0,1.0,1.0,1.0,0.0,0.0,0.0
thối tha cái lũ xhcn bán nước,1.0,1.0,0.0,1.0,0.0,1.0,0.0
🌸 🌸 Cảnh đẹp núi rừng làm con người ta nao lòng .. < URL > Photos from Tieu Song Ngu's post,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Người trong ngành mà chủ quan quá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoàng Lê Anh Sơn vãi cả trừ 1 d :)))) cười vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Đĩ mẹ đúng vl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nam phương bất bại đồng bào luyện thành công lực,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lê Ngọc Cát Tường nhắn tin với mấy ông đạo diễn hỏi xin đề học kì đi m =)))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khốn nạn cs,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Hổ sống theo bầy đàn từ khi nào vậy ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cảnh nào cũng có tui trong đó,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Hằng đọc nghe nó 3 chấm luôn cậu ạ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bí Mật Showbiz thì chính vì nội quy gắt hơn nên mình mới nghi ngờ nội dung bài viết xàm mà lại được duyệt ! Mà thôi ko sao coi như mình sai . Đằng nào cũng ra rồi mà,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Em này cần kiếm bạn tình 1 đêm miễn phí nhờ mình đăng tìm giúp sdt em đó đây nhé 0902897438 mọi người gọi trực tiếp nhé ( mỹ thiện 24 tuổi ),1.0,0.0,0.0,0.0,1.0,0.0,1.0
Đăng stk thủy tiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Quan điểm cá nhân , Mình thì thấy gái miền tây bao đẹp . Dẫn chứng là nhà Nguyễn hoàng hậu miền tây chiếm cũng khá đông . Còn hiện tại , miền tây xem như vùng rìa , không được đầu tư nhiều về kinh tế lẫn giáo dục ( vài người miền tây mà mình biết còn không biết chữ ) . Nhìn chung , mặt bằng dân trí miền tây còn kém xa hnMột số yếu tố mình nghĩ miền tây không có nhiều hoa hậu mà dù gái bao đẹp : 1 - dân trí chưa cao -> chưa đủ tự tin , nhút nhát2-kinh tế còn yếu -> ăn chưa no thì làm sao lo tới hoa hậu này nọ . 3 - miền nam nói chung luôn là hơi bình bình không trọng thi cử và danh tiếng . Miền bắc thì khá trọng danh tiếng nên tham gia thi thố rất nhiều .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ông đầu ăn mừng nhìn hài vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
thằng này phải giã n mới nhơ dc,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Anh Leo cũng thường nói về chính trị và bất công giống b , cũng bị gắn mắc phản động này nọ , cũng bị nói đủ kiểu , cũng bị ghét tùm lum . Nhưng ít ra người ta biết tém cái mồm lại chứ ko nói chuyện kiểu như b , cái kiểu nói càng ngày càng bị người ta chửi . Những người đồng quan điểm riết rồi cũng chửi luôn vì ko thể kiên nhẫn nổi với thể loại nhím xù lông như b . Nếu b tuyệt vọng thì b tuyệt vọng 1 mình b đi , tru tréo lên làm gì . Cứ ở trong cái hố nếu b thích , đó là lựa chọn của b .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phan Anh Thuấn sai sai thiếu mất đâu người òy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hải Phong mLike page này đi , hài như chó",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ở nhật thì mày có thể mua ở cây bán hàng tự động rồi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Phương vl =))),0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Zị đi cho mấy con fan ngu ngục nó bớt nói anti fan mình trẻ trâu , ít học , xài fb ảo , vân vân và mây mây ! ! ! Dừa lol t lắm ! !",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Anh Nguyen vậy là anti TT là không chân chính . Vô group chúng tôi xem chúng tôi k thiếu những bài post phân tích 3 mặt giấy , những video ghi lại cảnh bị xóa và những cmt đầy tính lịch sự bạn có định kiến vs chúng tôi thế thì chắc hẳn bạn đang gom chúng tôi vs điều k tốt . Chẳng khác quái gì cái hành động gom "" anti phong trào "" của chủ thớt .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Thương quá buồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lê Tuyết Nhi dm sợ vl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Mấy người không làm dc như tt nên sân xi . những người mhư vậy luôn sống trong đau khổ , tủi , hổ mà thôi .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hôm qua ko vào đc . Giờ vào lại đc r ad ah .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bộ siêu mát . ko nhăn k nhàu khách nhé Chi-i Hương-g added 8 new photos — with Thanh Bi and 7 others . < URL > Photos from Chi-i Hương-g ' s post,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lời nói gió bay thế nào gọi là anh gió,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mát mà . Miền Nam có mấy lần được mát lạnh như này đâu :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mềnh xi chiếc ảnh qua trang và những chương trình có mặt chị Y mềnh cmt nhó,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc điểm của J96 + 1 và ruồi phát sáng là đổ thừa à,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Cc chả lẽ tao lại cho cái chảo vào mồm yêu thằng đểu thì sủa cc j liên quan cc j đến đàn ông bọn tao,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Trần Bá Hổ , ah Trần Dần tiên tri đệ nhất cuốc sư đã nói rồi mà :))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minh Giang vcl huhu ghê v . T cũng ở gr đấy mà k thấy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Thì phải thế nó mới nhiều fan với cả fan nó mới thương nó chứ . T cũng đổ đứ đừ vì cách nó chiều fan =)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dong Nguyen wk lên dở búa bash xong bán đi mà , nhưng mà là để mua divine giã vào mồm mấy thằng cờ bạc",1.0,0.0,1.0,0.0,0.0,0.0,0.0
", is that u ? ? ?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT promotion ky hop dong voi dot ’ nguyen nam qua ’ . thay ct nao DT lam thi dot ’ cung dc lam mc . thay anh em vo tay chay cmn DT luon cho roi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đi 29C thế này chắc cũng làng nhàng thôi . Nhưng mà Tết này cũng sót lắm đấy . CA vời , sếp gọi , báo chí viết baig , nạn nhân viết đơn ... Rồi lại mặt dày đến nhà nó mà quỳ lạy",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Nguyên đọc chơi nè,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phượng Lâm anti ko có não,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Lúc bà ấy so sánh Sao b k bảo nyc của cháu cũng đẹp trai cao to nhiều tiền hơn con trai bác ...,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuyển gái cho quan lớn thôi chứ hoa hậu mẹ gì,1.0,0.0,0.0,1.0,0.0,0.0,0.0
thấy dân trí nước ngta cao ko :))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tết ấm lo nhờ cả offoto,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Người đâu ! Tiễn khách !,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chúng m cắn trộm bố thôi,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mang thai ngoài ý muốn hay k nuôi con đc thì bỏ lên chùa còn chấp nhận đc chứ chuyện k biết cha đứa bé là sao,0.0,0.0,0.0,0.0,0.0,0.0,0.0
